Sales record number,Order number,Buyer username,Buyer postcode,Item number,Item title,Sold via Promoted listings,Quantity,Sold for,Sale date,Brand,Discount_Percentage,Product_Category,Product_Size,Unit_Size,Pack_Count,Total_Size,Is_Multipack,Total_Units
5583.0,20-11566-40950,user_4fde00d9,RH1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,2.0,£6.34,11-Jun-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
1673.0,25-10422-28031,user_cfaf90b7,RG24,item_unknown,,,2.0,£30.08,13-Sep-23,Other,10,Other,standard,unknown,1,unknown,False,2.0
3138.0,15-10852-20812,user_eea0a6c4,GU11,item_0195bf47b0,Johnson's MORNING DEW Baby Cologne 125ml,Yes,1.0,£7.34,25-Dec-23,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
7725.0,16-12119-50314,user_cdf3e8a0,EH4,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.37,24-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
3633.0,04-11023-76614,user_4142158d,NG1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.74,01-Feb-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6089.0,07-11699-77284,user_157d2839,SR6,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Philippines - Skin Brightening,Yes,1.0,£10.83,10-Jul-24,Extract,0,Lotion,200ml,200ml,1,200ml,False,1.0
2903.0,18-10754-59245,user_cfaf90b7,Rg238bu,item_cd5edd1e9e,"Gluta Lotion + SPF25 300ml - Skin Lightening, Anti-Aging, Vitamin C",No,1.0,£17.64,03-Dec-23,Other,0,Lotion,300ml,300ml,1,300ml,False,1.0
4769.0,03-11379-78022,user_24c2e3cc,NG14,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.93,24-Apr-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
4217.0,22-11190-78506,user_c84373ef,Tw4,item_bbc5f95217,Dr. Kaufmann Sulfur Soap 80g - Dual Skin Protection - Acne & Blemishes,No,1.0,£6.73,15-Mar-24,Other,0,Soap,80grams,80g,1,80g,False,1.0
1241.0,17-10249-12386,user_5f595be8,SE6,item_227b3899d9,Gluta-C Underarm & Bikini Lightening Gel 20ml - Glutathione & Vitamin C,No,1.0,£12.52,30-Jul-23,Gluta-C,0,Sensitive Area Products,20ml,20ml,1,20ml,False,1.0
3468.0,02-10977-56071,user_3551be21,LS10,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.52,20-Jan-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
8009.0,02-12219-89222,user_bec8618f,TF1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,1.0,£6.96,14-Nov-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
3780.0,05-11071-59915,user_b353f249,La12nr,item_unknown,,,2.0,£14.25,13-Feb-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
9355.0,16-12746-18814,user_1b1000ce,S2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.75,23-Mar-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6257.0,12-11735-76163,user_ac9ac863,PR1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,6.0,£5.58,20-Jul-24,Extract,20,Soap,125grams,125g,1,125g,False,6.0
9360.0,27-12735-71798,user_493e7ece,M19,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,Yes,1.0,£8.27,23-Mar-25,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
5049.0,08-11450-43412,user_230f2467,TW9,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,No,1.0,£8.29,12-May-24,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
7393.0,16-12021-73750,user_39ea6601,RH2,item_unknown,,,2.0,£21.96,30-Sep-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
8940.0,17-12557-93198,user_11b79403,AL10,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.74,06-Feb-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5647.0,24-11590-78834,user_58225901,G42,item_cb9aa5b976,SkinWhite Glutathione & Vitamin C Soap 90g - Skin Lightening & Brightening,Yes,1.0,£7.93,14-Jun-24,SkinWhite,0,Soap,90grams,90g,1,90g,False,1.0
2448.0,17-10639-22037,user_d05d2ffa,PE112JU,item_ad92eb04ec,Kojie San Face Cream 30g - Skin Lightening & Brightening,Yes,2.0,£8.85,05-Nov-23,Kojie San,10,Face Cream,30grams,30g,1,30g,False,2.0
7332.0,08-12018-68702,user_a31c835b,DA12,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,3.0,£6.04,28-Sep-24,Extract,15,Soap,125grams,125g,1,125g,False,3.0
5396.0,24-11529-61000,user_1300626f,CT11,item_914f1c2e5f,Extract Papaya Calamansi Soap 6 x 125g BUNDLE - Philippines - Skin Lightening,Yes,1.0,£29.64,30-May-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
2702.0,16-10702-43903,user_00d84602,b12,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.49,21-Nov-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
6403.0,12-11774-95158,user_36997f5f,BR7,item_c982db789b,Belo Kojic Acid & Tranexamic Acid SPF30 Body Lotion 200ml - Skin Lightening,No,1.0,£14.41,30-Jul-24,Belo,0,Lotion,200ml,200ml,1,200ml,False,1.0
3398.0,12-10953-56778,user_c870a882,XX1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,Yes,2.0,£5.90,15-Jan-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
4659.0,09-11337-18697,user_768234a3,NN2,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Philippines - Skin Brightening,No,1.0,£10.65,15-Apr-24,Extract,0,Lotion,200ml,200ml,1,200ml,False,1.0
5649.0,23-11577-44659,user_51a798bc,W12,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£8.17,15-Jun-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
3776.0,06-11069-73285,user_32baa8e1,IG6,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.21,12-Feb-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8247.0,11-12282-31881,user_19ab7ef5,BA2,item_cb9aa5b976,Silka Papaya Lotion with PUMP 500ml (Large Size) - Skin Brightening & Lightening,No,1.0,£15.50,01-Dec-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
4445.0,05-11273-20982,user_783a9efa,ST1,item_cb9aa5b976,SkinWhite PowerWhitening Soap 90g - Skin Lightening & Brightening,Yes,1.0,£8.00,30-Mar-24,SkinWhite,0,Soap,90grams,90g,1,90g,False,1.0
4108.0,02-11170-61976,user_b6c55049,HU3,item_f77b824669,Silka Papaya Soap Lightening & Brightening - 135g or 90g x 3 (Triple Pack)[90g x 3 (Triple Pack)],Yes,1.0,£7.73,06-Mar-24,Silka,0,Soap,135grams,90g,3,270g,True,3.0
867.0,10-10036-94628,user_c1b989bb,KT5,item_5902cabe75,Gluta-C Kojic Plus Lightening Soap with Glutathione & Vitamin C - 60g,No,1.0,£7.56,03-Jun-23,Gluta-C,0,Soap,60grams,60g,1,60g,False,1.0
2636.0,06-10691-06098,user_1adfca2d,2818,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.47,16-Nov-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
2812.0,27-10721-26383,user_0fd519ac,WS10,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.13,27-Nov-23,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
2871.0,17-10742-36161,user_c11a4bd3,BD7,item_e66dec75b7,Kojie San Body Lotion 200g - Lightening & Brightening with Hydromoist,Yes,1.0,£13.10,30-Nov-23,Kojie San,0,Lotion,200grams,200g,1,200g,False,1.0
7134.0,26-11953-81057,user_3ac58567,WN7,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,Yes,1.0,£13.39,16-Sep-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
3780.0,05-11071-59915,user_b353f249,XX1,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.58,13-Feb-24,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
3467.0,21-10962-64220,user_e596d9a3,XX1,item_5902cabe75,Gluta-C Papaya Glutathione Face & Body Soap 135g - Skin Lightening & Brightening,Yes,1.0,£8.28,20-Jan-24,Gluta-C,0,Face Wash,135grams,135g,1,135g,False,1.0
8828.0,12-12518-54152,user_ec8bcf31,PE21,item_99a7cfdd58,Silka Pearl Papaya 6g - Face & Neck - Skin Lightening & Brightening,Yes,1.0,£6.03,26-Jan-25,Silka,0,Face Wash,6grams,6g,1,6g,False,1.0
7053.0,03-11955-36898,user_5d275f73,Rg128qy,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,Yes,1.0,£14.03,11-Sep-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
3196.0,04-10876-68740,user_4b17a979,SW11,item_c1b6da5f5f,Silka Papaya Lotion SPF6 200ml - Skin Lightening & Brightening,Yes,1.0,£9.85,28-Dec-23,Silka,0,Lotion,200ml,200ml,1,200ml,False,1.0
700.0,12-09866-84415,user_2800e9e0,RM10,item_cd5edd1e9e,Kojic Plus & Gluta Lotion + SPF30 150ml - Skin Lightening with Vitamin C,No,1.0,£13.53,21-Apr-23,Other,0,Lotion,150ml,150ml,1,150ml,False,1.0
8124.0,22-12238-12515,user_9da148d0,M38,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£9.06,23-Nov-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
4708.0,21-11343-49010,user_dfa5a9d3,MK40,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,6.0,£5.77,19-Apr-24,Extract,20,Soap,125grams,125g,1,125g,False,6.0
3408.0,16-10954-53265,user_f66bf65d,EN3,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.76,16-Jan-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
7225.0,11-11990-28340,user_a23eeb48,Ub3,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.86,21-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
3409.0,25-10948-57208,user_17acc901,Dn15,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.30,16-Jan-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
7557.0,22-12068-92220,user_933d07ba,UB4,item_0195bf47b0,Johnson's MORNING DEW Baby Cologne 125ml,Yes,2.0,£6.97,13-Oct-24,Other,10,Cologne,125ml,125ml,1,125ml,False,2.0
8361.0,17-12317-43057,user_b45a7a4e,NN4,item_5ad346f192,Silka Papaya Premium Body Wash with PUMP 500ml - Skin Lightening & Brightening,Yes,1.0,£13.01,11-Dec-24,Silka,0,Face Wash,500ml,500ml,1,500ml,False,1.0
4767.0,24-11377-08518,user_9f9c655f,PO6,item_cb9aa5b976,Silka GREEN Papaya Lotion SPF10 200ml - Skin Lightening & Brightening,Yes,1.0,£9.33,24-Apr-24,Silka,0,Lotion,200ml,200ml,1,200ml,False,1.0
3578.0,16-11002-34567,user_cf97b723,AB13,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.40,29-Jan-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
1819.0,08-10480-14913,user_1af6ccc6,NW1,item_bd51f53a11,Kojie San Soap 45g - Travel Size - Skin Brightening & Lightening,No,1.0,£4.59,25-Sep-23,Kojie San,0,Soap,45grams,45g,1,45g,False,1.0
4657.0,21-11326-80254,user_e0d785ac,DE55,item_0a0d6e1866,Bench Daily Scent BUBBLE POP Cologne 125ml,Yes,2.0,£6.42,15-Apr-24,Other,10,Cologne,125ml,125ml,1,125ml,False,2.0
8505.0,14-12378-92170,user_f422675b,SO53,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.61,24-Dec-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
2149.0,22-10554-28092,user_17798b83,HP21,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,2.0,£7.98,16-Oct-23,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
2368.0,13-10621-30074,user_4e51ebd0,SE29BJ,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,Yes,1.0,£7.31,31-Oct-23,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
8419.0,15-12343-77147,user_42273412,B38,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[135g HydroMoist (Dry Skin)],No,1.0,£7.49,17-Dec-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
5849.0,12-11644-01274,user_e8230dec,NG15,item_364314703c,Gluta-C Facial Face Day Cream with Glutathione 30ml - SPF25 - Skin Lightening,Yes,1.0,£11.23,28-Jun-24,Gluta-C,0,Face Cream,30ml,30ml,1,30ml,False,1.0
4905.0,15-11402-01912,user_fd14ae71,NE8,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Philippines - Skin Brightening,Yes,1.0,£10.79,01-May-24,Extract,0,Lotion,200ml,200ml,1,200ml,False,1.0
4573.0,10-11303-42079,user_64edb96e,BT70,item_638557b2cf,"Kojie San Skin Lightening Cleanser & Toner 100ml - With Hydromoist, Alcohol-Free",No,1.0,£9.83,07-Apr-24,Kojie San,0,Toner/Cleanser,100ml,100ml,1,100ml,False,1.0
1261.0,10-10265-18996,user_ce981f5d,RG14,item_cd5edd1e9e,"Maxi-Peel Zero 50ml - Micro-Exfoliant Fluid - Anti-Acne, Smoothening, Lightening",Yes,1.0,£7.82,03-Aug-23,Maxi-Peel,0,Other,50ml,50ml,1,50ml,False,1.0
6930.0,22-11907-96661,user_4ef273af,CH66,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.54,04-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8448.0,03-12365-86354,user_5aab669b,SL2,item_364314703c,Gluta-C Facial Face Day Cream with Glutathione 30ml - SPF25 - Skin Lightening,No,1.0,£11.06,19-Dec-24,Gluta-C,0,Face Cream,30ml,30ml,1,30ml,False,1.0
7136.0,17-11963-66972,user_2fed97fc,M18,item_5902cabe75,Gluta-C Kojic Plus Lightening Soap Glutathione & Vit C - 60g x 2 (Double Pack),No,1.0,£8.58,16-Sep-24,Gluta-C,0,Soap,60grams,60g,2,120g,True,2.0
2987.0,18-10789-85700,user_4e83103b,TW20,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,2.0,£7.33,11-Dec-23,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
6454.0,03-11792-76290,user_06aede75,AL1,item_eacd302425,Kojie San Soap 65g x 2 (Small Double Pack) - Skin Brightening & Lightening,Yes,3.0,£5.55,01-Aug-24,Kojie San,15,Soap,65grams,65g,2,130g,True,6.0
2573.0,09-10674-96589,user_d62f8d02,NE9,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.77,13-Nov-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
1911.0,20-10489-40370,user_a6787099,SE2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.83,29-Sep-23,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
4177.0,12-11186-66490,user_25d77d5c,B90,item_e66dec75b7,Kojie San Body Lotion 200g - Lightening & Brightening with Hydromoist,No,5.0,£10.38,12-Mar-24,Kojie San,20,Lotion,200grams,200g,1,200g,False,5.0
9276.0,21-12702-54962,user_d67b041f,XX1,item_859c8b3c05,Kojie San Facial (Face) Wash 100g - Hydromoist - Skin Lightening & Brightening,Yes,1.0,£10.02,14-Mar-25,Kojie San,0,Face Wash,100grams,100g,1,100g,False,1.0
8095.0,06-12248-65938,user_5391ee50,IM8,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,No,2.0,£7.34,22-Nov-24,Other,10,Powder,125ml,125ml,1,125ml,False,2.0
2659.0,17-10689-99384,user_ad92e341,L4,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,Yes,1.0,£6.80,18-Nov-23,Extract,0,Soap,125grams,125g,1,125g,False,1.0
7625.0,22-12086-93999,user_53fbf46d,BB9,item_e66dec75b7,Kojie San Body Lotion 200g - Lightening & Brightening with Hydromoist,Yes,1.0,£12.15,18-Oct-24,Kojie San,0,Lotion,200grams,200g,1,200g,False,1.0
1718.0,22-10440-39558,user_311b4425,XX1,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,No,1.0,£14.06,17-Sep-23,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
739.0,07-09905-15027,user_7e058549,N20,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",No,1.0,£7.79,30-Apr-23,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
5418.0,14-11530-77522,user_29b5651b,BH8,item_0195bf47b0,Safeguard PURE WHITE Body Bar Soap 125g - Germ Protection,Yes,1.0,£6.40,01-Jun-24,Other,0,Soap,125grams,125g,1,125g,False,1.0
8851.0,02-12538-49014,user_07480606,Br1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,2.0,£7.58,28-Jan-25,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
7180.0,23-11968-19615,user_30f3e205,XX1,item_0195bf47b0,Safeguard PURE WHITE Body Bar Soap 125g - Germ Protection,Yes,1.0,£6.42,19-Sep-24,Other,0,Soap,125grams,125g,1,125g,False,1.0
889.0,25-10041-74913,user_20396b66,LE5,item_bd51f53a11,Kojie San Soap 45g - Travel Size - Skin Brightening & Lightening,No,1.0,£5.00,06-Jun-23,Kojie San,0,Soap,45grams,45g,1,45g,False,1.0
2718.0,15-10706-88344,user_0b99ce2b,B42,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.60,21-Nov-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
7020.0,23-11926-66961,user_043f917f,LU5,item_364314703c,Gluta-C Facial Face Day Cream with Glutathione 30ml - SPF25 - Skin Lightening,No,1.0,£11.22,08-Sep-24,Gluta-C,0,Face Cream,30ml,30ml,1,30ml,False,1.0
6842.0,01-11902-31046,user_8ace5d05,ka37ph,item_0195bf47b0,Johnson's MORNING DEW Baby Cologne 125ml,Yes,1.0,£7.96,28-Aug-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
2753.0,12-10717-34856,user_e12139e0,XX1,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.26,24-Nov-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
7823.0,08-12154-21803,user_052ee4e7,RG2,item_c1b6da5f5f,Gluta-C Glutathione & Kojic Plus Acne Control Face Wash 50g - Skin Lightening,Yes,1.0,£9.32,30-Oct-24,Gluta-C,0,Face Wash,50grams,50g,1,50g,False,1.0
6816.0,09-11888-04891,user_16490862,NN11,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£7.26,26-Aug-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
1599.0,27-10395-35159,user_6fe4e187,L11,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,2.0,£5.86,07-Sep-23,Extract,10,Soap,125grams,125g,1,125g,False,2.0
1480.0,10-10364-25910,user_002762da,B235LR,item_5902cabe75,Belo Intensive Kojic Acid & Tranexamic Acid Bar Soap - 65g x 3 (Triple Pack),No,1.0,£9.39,28-Aug-23,Belo,0,Soap,65grams,65g,3,195g,True,3.0
1462.0,03-10363-71159,user_a053d743,107,item_630b4a2dd4,Glutamax Face Cream 30g with Glutathione & SPF15 - Lightening & Brightening,No,1.0,£12.36,27-Aug-23,GlutaMax,0,Face Cream,30grams,30g,1,30g,False,1.0
3008.0,18-10801-09450,user_271c0541,BR3,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,2.0,£7.86,14-Dec-23,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
6047.0,24-11688-41804,user_00b641f3,EH4,item_bd51f53a11,Kojie San Hydromoist Face Cream + SPF15 22g - Skin Brightening & Lightening,Yes,1.0,£9.09,08-Jul-24,Kojie San,0,Face Cream,22grams,22g,1,22g,False,1.0
9034.0,07-12605-96895,user_85cff633,Wa10,item_8d7fe0ebeb,"Dr. Kaufmann Sulfur Soap 80g - Anti-Acne, Anti-Lice and Anti-Scabies",Yes,1.0,£7.24,15-Feb-25,Other,0,Soap,80grams,80g,1,80g,False,1.0
8917.0,25-12540-59150,user_e7289cd0,DY1,item_e66dec75b7,Kojie San Body Lotion 200g - Lightening & Brightening with Hydromoist,Yes,1.0,£13.06,04-Feb-25,Kojie San,0,Lotion,200grams,200g,1,200g,False,1.0
4676.0,14-11338-69993,user_4f4322cf,NW10,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Philippines - Skin Brightening,Yes,1.0,£10.99,16-Apr-24,Extract,0,Lotion,200ml,200ml,1,200ml,False,1.0
2447.0,01-10648-57649,user_4ecec95e,SY2,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.24,05-Nov-23,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
7384.0,22-12013-88057,user_0ec76009,Cm73na,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 3],No,1.0,£7.30,30-Sep-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
3128.0,04-10856-15269,user_c0c014b4,CM194AD,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.39,24-Dec-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
3147.0,09-10858-87416,user_b04aa1c6,EH54,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,4.0,£5.18,25-Dec-23,Extract,20,Soap,125grams,125g,1,125g,False,4.0
4596.0,10-11311-73189,user_d2fcb2ab,LU2,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,1.0,£7.06,09-Apr-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
5295.0,13-11505-92098,user_5c10ebf7,HU5,item_c2f8a9aa33,Glutamax Glutathione Roll On Anti-Perspirant Deodorant 50ml - Skin Lightening,No,1.0,£10.31,26-May-24,GlutaMax,0,Sensitive Area Products,50ml,50ml,1,50ml,False,1.0
7177.0,27-11963-99050,user_a9d0ced3,NR30,item_unknown,,,2.0,£17.75,19-Sep-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
7531.0,05-12077-74779,user_f5be991e,NE63,item_bd51f53a11,Kojie San Hydromoist Face Cream + SPF15 22g - Skin Brightening & Lightening,Yes,1.0,£8.99,11-Oct-24,Kojie San,0,Face Cream,22grams,22g,1,22g,False,1.0
6730.0,20-11853-79173,user_02b97233,WV3,item_e66dec75b7,Kojie San Body Lotion 200g - Lightening & Brightening with Hydromoist,Yes,1.0,£12.51,21-Aug-24,Kojie San,0,Lotion,200grams,200g,1,200g,False,1.0
6401.0,09-11777-55699,user_29b4fba5,CM19,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.98,30-Jul-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7489.0,20-12046-64543,user_25e8c1ae,EN1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.56,07-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5228.0,16-11487-16871,user_bac0c292,se18,item_unknown,,,3.0,£25.46,22-May-24,Other,15,Other,standard,unknown,1,unknown,False,3.0
2616.0,26-10675-02218,user_14741e08,WS2,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 2],Yes,1.0,£5.72,15-Nov-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
7451.0,05-12049-12485,user_3ed0aa77,S6,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.77,04-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8658.0,11-12443-44207,user_dca6ead3,BN27,item_b2abe7607a,Seoul White Korea Double White Kojic Arbutin Soap 90g x 3 - Skin Lightening,No,1.0,£12.52,06-Jan-25,Other,0,Soap,90grams,90g,3,270g,True,3.0
7594.0,24-12091-35290,user_7733b71d,WF1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,2.0,£7.85,15-Oct-24,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
5371.0,06-11525-74399,user_3444b99d,BT47,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,2.0,£6.37,29-May-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
4787.0,03-11383-75504,user_6f386cf5,BT42,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.67,25-Apr-24,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
3451.0,21-10959-11971,user_06e31247,CR4,item_c982db789b,Belo Micro-Peeling Lightening Toner 60ml - Kojic & Tranexamic Acid Exfoliant,Yes,1.0,£7.43,18-Jan-24,Belo,0,Toner/Cleanser,60ml,60ml,1,60ml,False,1.0
1459.0,16-10356-07553,user_accf43ca,SE18,item_ad92eb04ec,Kojie San Face Cream 30g - Skin Lightening & Brightening,No,1.0,£9.14,27-Aug-23,Kojie San,0,Face Cream,30grams,30g,1,30g,False,1.0
1649.0,09-10424-22550,user_21a8cd7b,HD1,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 3],Yes,1.0,£6.80,12-Sep-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
